Removed Pin From Net: NetName=GPIO14 Pin=R13-2
Change Component Comment : Designator=R13 Old Comment=10K New Comment=5K1
Change component parameters: Designator = "R13" ("R13"); Footprint = "RESC1005X37N"; UniqueID = "\VGFIQNVG" ("\VGFIQNVG")
Add component (AddParameter): Name = "JESD-30 Code"; Value = "R-PDSO-G4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "JESD-609 Code"; Value = "e3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LCSC Part Number"; Value = "C181262"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "6.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Line Regulation-Max"; Value = "0.01%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Load Regulation-Max"; Value = "0.07%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "TL1963A-33DCYR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Supply Voltage"; Value = "20V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Input Voltage"; Value = "3.8V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Moisture Sensitivity Level"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature, TJ-Max"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature, TJ-Min"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Current1-Max"; Value = "1.5A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage1-Max"; Value = "3.4V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage1-Min"; Value = "3.2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage1-Nom"; Value = "3.3V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Body Material"; Value = "Plastic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Shape"; Value = "Rectangular"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Style"; Value = "SMALL OUTLINEMeter"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Peak Reflow Temperature (Cel)"; Value = "260°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing"; Value = "1=2.91, 10=2.614, 25=2.4712, 100=2.1417, 250=2.03188, 500=1.8232, 1000=1.53764 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Qualification Status"; Value = "Not Qualified"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reach SVHC Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Regulator Type"; Value = "FIXED POSITIVE SINGLE OUTPUT LDO REGULATOR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock"; Value = "4105"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Digikey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "296-24897-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Surface Mount"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Technology"; Value = "BIPOLAR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Terminal Finish"; Value = "Tin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Terminal Form"; Value = "Gull Wing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Terminal Pitch"; Value = "2.3mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Terminal Position"; Value = "DUAL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Tolerance-Max"; Value = "3%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "3.5mm"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C10-1
Added Pin To Net: NetName=GND Pin=C11-1
Added Pin To Net: NetName=GND Pin=C12-1
Added Pin To Net: NetName=GND Pin=C13-1
Added Pin To Net: NetName=GND Pin=C14-1
Added Pin To Net: NetName=GND Pin=C15-1
Added Pin To Net: NetName=GND Pin=C16-1
Added Pin To Net: NetName=GND Pin=C17-1
Added Pin To Net: NetName=CHIP_PU Pin=C17-2
Added Pin To Net: NetName=GND Pin=C18-1
Added Pin To Net: NetName=GND Pin=D6-1
Added Pin To Net: NetName=GND Pin=D7-1
Added Pin To Net: NetName=GND Pin=D8-1
Added Pin To Net: NetName=GND Pin=J2-1
Added Pin To Net: NetName=GPIO14 Pin=J2-17
Added Pin To Net: NetName=GND Pin=J2-23
Added Pin To Net: NetName=GND Pin=J3-2
Added Pin To Net: NetName=CHIP_PU Pin=J3-3
Added Pin To Net: NetName=GND Pin=J3-24
Added Pin To Net: NetName=GND Pin=J4-A1B12
Added Pin To Net: NetName=GND Pin=J4-B1A12
Added Pin To Net: NetName=GND Pin=J4-S1
Added Pin To Net: NetName=GND Pin=J4-S2
Added Pin To Net: NetName=GND Pin=J4-S3
Added Pin To Net: NetName=GND Pin=J4-S4
Added Pin To Net: NetName=CHIP_PU Pin=Q1-3
Added Pin To Net: NetName=GND Pin=R14-2
Added Pin To Net: NetName=CHIP_PU Pin=R15-1
Added Pin To Net: NetName=CHIP_PU Pin=SW1-1
Added Pin To Net: NetName=CHIP_PU Pin=SW1-2
Added Pin To Net: NetName=GND Pin=SW1-3
Added Pin To Net: NetName=GND Pin=SW1-4
Added Pin To Net: NetName=GND Pin=SW2-3
Added Pin To Net: NetName=GND Pin=SW2-4
Added Pin To Net: NetName=GND Pin=U3-2
Added Pin To Net: NetName=GND Pin=U3-4
Added Pin To Net: NetName=+3V3_REG Pin=C15-2
Added Pin To Net: NetName=+3V3_REG Pin=C16-2
Added Pin To Net: NetName=+3V3_REG Pin=J6-1
Added Pin To Net: NetName=+3V3_REG Pin=U3-3
Added Net: Name=+3V3_REG
Added Pin To Net: NetName=+3V3 Pin=C10-2
Added Pin To Net: NetName=+3V3 Pin=C11-2
Added Pin To Net: NetName=+3V3 Pin=J2-2
Added Pin To Net: NetName=+3V3 Pin=J3-1
Added Pin To Net: NetName=+3V3 Pin=J6-2
Added Pin To Net: NetName=+3V3 Pin=R15-2
Added Net: Name=+3V3
Added Pin To Net: NetName=+5V_VBUS1 Pin=J5-1
Added Net: Name=+5V_VBUS1
Added Pin To Net: NetName=+5V_VBUS2 Pin=C13-2
Added Pin To Net: NetName=+5V_VBUS2 Pin=D6-2
Added Pin To Net: NetName=+5V_VBUS2 Pin=J4-A4B9
Added Pin To Net: NetName=+5V_VBUS2 Pin=J4-B4A9
Added Pin To Net: NetName=+5V_VBUS2 Pin=J5-3
Added Net: Name=+5V_VBUS2
Added Pin To Net: NetName=+5V Pin=C12-2
Added Pin To Net: NetName=+5V Pin=C14-2
Added Pin To Net: NetName=+5V Pin=J2-22
Added Pin To Net: NetName=+5V Pin=J5-2
Added Pin To Net: NetName=+5V Pin=U3-1
Added Net: Name=+5V
Added Pin To Net: NetName=BTN_GPIO0 Pin=C18-2
Added Pin To Net: NetName=BTN_GPIO0 Pin=Q2-2
Added Pin To Net: NetName=BTN_GPIO0 Pin=SW2-1
Added Pin To Net: NetName=BTN_GPIO0 Pin=SW2-2
Added Net: Name=BTN_GPIO0
Added Pin To Net: NetName=CON2_USB_N Pin=D7-2
Added Pin To Net: NetName=CON2_USB_N Pin=J4-B7
Added Pin To Net: NetName=CON2_USB_N Pin=R20-2
Added Pin To Net: NetName=CON2_USB_N Pin=R24-1
Added Net: Name=CON2_USB_N
Added Pin To Net: NetName=CON2_USB_P Pin=D8-2
Added Pin To Net: NetName=CON2_USB_P Pin=J4-A6
Added Pin To Net: NetName=CON2_USB_P Pin=J4-B6
Added Pin To Net: NetName=CON2_USB_P Pin=R21-2
Added Pin To Net: NetName=CON2_USB_P Pin=R25-1
Added Net: Name=CON2_USB_P
Added Pin To Net: NetName=CON_ESP_USB_N Pin=J3-21
Added Pin To Net: NetName=CON_ESP_USB_N Pin=R22-2
Added Pin To Net: NetName=CON_ESP_USB_N Pin=R26-1
Added Net: Name=CON_ESP_USB_N
Added Pin To Net: NetName=CON_ESP_USB_P Pin=J3-20
Added Pin To Net: NetName=CON_ESP_USB_P Pin=R23-2
Added Pin To Net: NetName=CON_ESP_USB_P Pin=R27-1
Added Net: Name=CON_ESP_USB_P
Added Pin To Net: NetName=CON_GPIO0 Pin=J2-3
Added Net: Name=CON_GPIO0
Added Pin To Net: NetName=DTR_FTDI Pin=Q2-3
Added Pin To Net: NetName=DTR_FTDI Pin=R16-1
Added Net: Name=DTR_FTDI
Added Pin To Net: NetName=ESP_USB_N Pin=R24-2
Added Pin To Net: NetName=ESP_USB_N Pin=R26-2
Added Pin To Net: NetName=ESP_USB_N Pin=U2-23
Added Net: Name=ESP_USB_N
Added Pin To Net: NetName=ESP_USB_P Pin=R25-2
Added Pin To Net: NetName=ESP_USB_P Pin=R27-2
Added Pin To Net: NetName=ESP_USB_P Pin=U2-24
Added Net: Name=ESP_USB_P
Added Pin To Net: NetName=GPIO0 Pin=U2-4
Added Net: Name=GPIO0
Added Pin To Net: NetName=GPIO1 Pin=J2-4
Added Pin To Net: NetName=GPIO1 Pin=U2-5
Added Net: Name=GPIO1
Added Pin To Net: NetName=GPIO2 Pin=J2-5
Added Pin To Net: NetName=GPIO2 Pin=U2-6
Added Net: Name=GPIO2
Added Pin To Net: NetName=GPIO3 Pin=J2-6
Added Pin To Net: NetName=GPIO3 Pin=U2-7
Added Net: Name=GPIO3
Added Pin To Net: NetName=GPIO4 Pin=J2-7
Added Pin To Net: NetName=GPIO4 Pin=U2-8
Added Net: Name=GPIO4
Added Pin To Net: NetName=GPIO5 Pin=J2-8
Added Pin To Net: NetName=GPIO5 Pin=U2-9
Added Net: Name=GPIO5
Added Pin To Net: NetName=GPIO6 Pin=J2-9
Added Pin To Net: NetName=GPIO6 Pin=U2-10
Added Net: Name=GPIO6
Added Pin To Net: NetName=GPIO7 Pin=J2-10
Added Pin To Net: NetName=GPIO7 Pin=U2-11
Added Net: Name=GPIO7
Added Pin To Net: NetName=GPIO8 Pin=J2-11
Added Pin To Net: NetName=GPIO8 Pin=U2-12
Added Net: Name=GPIO8
Added Pin To Net: NetName=GPIO9 Pin=J2-12
Added Pin To Net: NetName=GPIO9 Pin=U2-13
Added Net: Name=GPIO9
Added Pin To Net: NetName=GPIO10 Pin=J2-13
Added Pin To Net: NetName=GPIO10 Pin=U2-14
Added Net: Name=GPIO10
Added Pin To Net: NetName=GPIO11 Pin=J2-14
Added Pin To Net: NetName=GPIO11 Pin=U2-15
Added Net: Name=GPIO11
Added Pin To Net: NetName=GPIO12 Pin=J2-15
Added Pin To Net: NetName=GPIO12 Pin=U2-16
Added Net: Name=GPIO12
Added Pin To Net: NetName=GPIO13 Pin=J2-16
Added Pin To Net: NetName=GPIO13 Pin=U2-17
Added Net: Name=GPIO13
Added Pin To Net: NetName=GPIO15 Pin=J2-18
Added Pin To Net: NetName=GPIO15 Pin=U2-19
Added Net: Name=GPIO15
Added Pin To Net: NetName=GPIO16 Pin=J2-19
Added Pin To Net: NetName=GPIO16 Pin=U2-20
Added Net: Name=GPIO16
Added Pin To Net: NetName=GPIO17 Pin=J2-20
Added Pin To Net: NetName=GPIO17 Pin=U2-21
Added Net: Name=GPIO17
Added Pin To Net: NetName=GPIO18 Pin=J2-21
Added Pin To Net: NetName=GPIO18 Pin=U2-22
Added Net: Name=GPIO18
Added Pin To Net: NetName=GPIO21 Pin=J3-19
Added Pin To Net: NetName=GPIO21 Pin=U2-25
Added Net: Name=GPIO21
Added Pin To Net: NetName=GPIO26 Pin=J3-18
Added Pin To Net: NetName=GPIO26 Pin=U2-26
Added Net: Name=GPIO26
Added Pin To Net: NetName=GPIO33 Pin=J3-17
Added Pin To Net: NetName=GPIO33 Pin=U2-28
Added Net: Name=GPIO33
Added Pin To Net: NetName=GPIO34 Pin=J3-16
Added Pin To Net: NetName=GPIO34 Pin=U2-29
Added Net: Name=GPIO34
Added Pin To Net: NetName=GPIO35 Pin=J3-15
Added Pin To Net: NetName=GPIO35 Pin=U2-31
Added Net: Name=GPIO35
Added Pin To Net: NetName=GPIO36 Pin=J3-14
Added Pin To Net: NetName=GPIO36 Pin=U2-32
Added Net: Name=GPIO36
Added Pin To Net: NetName=GPIO37 Pin=J3-13
Added Pin To Net: NetName=GPIO37 Pin=U2-33
Added Net: Name=GPIO37
Added Pin To Net: NetName=GPIO38 Pin=J3-12
Added Pin To Net: NetName=GPIO38 Pin=U2-34
Added Net: Name=GPIO38
Added Pin To Net: NetName=GPIO39 Pin=J3-11
Added Pin To Net: NetName=GPIO39 Pin=U2-35
Added Net: Name=GPIO39
Added Pin To Net: NetName=GPIO40 Pin=J3-10
Added Pin To Net: NetName=GPIO40 Pin=U2-36
Added Net: Name=GPIO40
Added Pin To Net: NetName=GPIO41 Pin=J3-9
Added Pin To Net: NetName=GPIO41 Pin=U2-37
Added Net: Name=GPIO41
Added Pin To Net: NetName=GPIO42 Pin=J3-8
Added Pin To Net: NetName=GPIO42 Pin=U2-38
Added Net: Name=GPIO42
Added Pin To Net: NetName=GPIO45 Pin=J3-5
Added Pin To Net: NetName=GPIO45 Pin=U2-41
Added Net: Name=GPIO45
Added Pin To Net: NetName=GPIO46 Pin=J3-4
Added Pin To Net: NetName=GPIO46 Pin=U2-44
Added Net: Name=GPIO46
Added Pin To Net: NetName=GPIO47 Pin=J3-23
Added Pin To Net: NetName=GPIO47 Pin=U2-27
Added Net: Name=GPIO47
Added Pin To Net: NetName=GPIO48 Pin=J3-22
Added Pin To Net: NetName=GPIO48 Pin=U2-30
Added Net: Name=GPIO48
Added Pin To Net: NetName=NetJ4_A5 Pin=J4-A5
Added Pin To Net: NetName=NetJ4_A5 Pin=R14-1
Added Net: Name=NetJ4_A5
Added Pin To Net: NetName=NetJ4_B5 Pin=J4-B5
Added Pin To Net: NetName=NetJ4_B5 Pin=R13-2
Added Net: Name=NetJ4_B5
Added Pin To Net: NetName=NetQ1_1 Pin=Q1-1
Added Pin To Net: NetName=NetQ1_1 Pin=R16-2
Added Net: Name=NetQ1_1
Added Pin To Net: NetName=NetQ2_1 Pin=Q2-1
Added Pin To Net: NetName=NetQ2_1 Pin=R19-2
Added Net: Name=NetQ2_1
Added Pin To Net: NetName=NetR20_1 Pin=R20-1
Added Pin To Net: NetName=NetR20_1 Pin=R22-1
Added Net: Name=NetR20_1
Added Pin To Net: NetName=NetR21_1 Pin=R21-1
Added Pin To Net: NetName=NetR21_1 Pin=R23-1
Added Net: Name=NetR21_1
Added Pin To Net: NetName=RTS_FTDI Pin=Q1-2
Added Pin To Net: NetName=RTS_FTDI Pin=R19-1
Added Net: Name=RTS_FTDI
Added Pin To Net: NetName=RXD_FTDI Pin=R17-1
Added Net: Name=RXD_FTDI
Added Pin To Net: NetName=TXD_FTDI Pin=R18-1
Added Net: Name=TXD_FTDI
Added Pin To Net: NetName=U0RXD Pin=J3-6
Added Pin To Net: NetName=U0RXD Pin=R18-2
Added Pin To Net: NetName=U0RXD Pin=U2-40
Added Net: Name=U0RXD
Added Pin To Net: NetName=U0TXD Pin=J3-7
Added Pin To Net: NetName=U0TXD Pin=R17-2
Added Pin To Net: NetName=U0TXD Pin=U2-39
Added Net: Name=U0TXD
Added Differential Pair: Name=CON2_USB
Added Differential Pair: Name=CON_ESP_USB
Added Differential Pair: Name=ESP_USB
Add Differential Pair: Number of nets in differential pair NetR20_1 is 1 instead of 2
Add Differential Pair: Number of nets in differential pair NetR21_1 is 1 instead of 2
Added Member To Class: ClassName=Sheet1 Member=Component C10 100nF, 50V
Added Member To Class: ClassName=Sheet1 Member=Component C11 100nF, 50V
Added Member To Class: ClassName=Sheet1 Member=Component C12 100nF, 50V
Added Member To Class: ClassName=Sheet1 Member=Component C13 100nF, 50V
Added Member To Class: ClassName=Sheet1 Member=Component C14 4u7, 16V
Added Member To Class: ClassName=Sheet1 Member=Component C15 10uF, 10V
Added Member To Class: ClassName=Sheet1 Member=Component C16 10uF, 10V
Added Member To Class: ClassName=Sheet1 Member=Component C17 1uF, 35V
Added Member To Class: ClassName=Sheet1 Member=Component C18 100nF, 50V
Added Member To Class: ClassName=Sheet1 Member=Component D6 AQ3045-01ETG
Added Member To Class: ClassName=Sheet1 Member=Component D7 AQ3045-01ETG
Added Member To Class: ClassName=Sheet1 Member=Component D8 AQ3045-01ETG
Added Member To Class: ClassName=Sheet1 Member=Component J2 0022284245
Added Member To Class: ClassName=Sheet1 Member=Component J3 0022284245
Added Member To Class: ClassName=Sheet1 Member=Component J4 217179-0001
Added Member To Class: ClassName=Sheet1 Member=Component J5 FTS-103-01-F-S
Added Member To Class: ClassName=Sheet1 Member=Component J6 FTS-102-01-F-S
Added Member To Class: ClassName=Sheet1 Member=Component Q1 SS8050-G
Added Member To Class: ClassName=Sheet1 Member=Component Q2 SS8050-G
Added Member To Class: ClassName=Sheet1 Member=Component R14 5K1
Added Member To Class: ClassName=Sheet1 Member=Component R15 10K
Added Member To Class: ClassName=Sheet1 Member=Component R16 10K
Added Member To Class: ClassName=Sheet1 Member=Component R17 0R
Added Member To Class: ClassName=Sheet1 Member=Component R18 0R
Added Member To Class: ClassName=Sheet1 Member=Component R19 10K
Added Member To Class: ClassName=Sheet1 Member=Component R20 0R
Added Member To Class: ClassName=Sheet1 Member=Component R21 0R
Added Member To Class: ClassName=Sheet1 Member=Component R22 0R
Added Member To Class: ClassName=Sheet1 Member=Component R23 0R
Added Member To Class: ClassName=Sheet1 Member=Component R24 0R
Added Member To Class: ClassName=Sheet1 Member=Component R25 0R
Added Member To Class: ClassName=Sheet1 Member=Component R26 0R
Added Member To Class: ClassName=Sheet1 Member=Component R27 0R
Added Member To Class: ClassName=Sheet1 Member=Component SW1 PTS645SH50SMTR92LFS
Added Member To Class: ClassName=Sheet1 Member=Component SW2 PTS645SH50SMTR92LFS
Added Member To Class: ClassName=Sheet1 Member=Component U3 TL1963A-33DCYR
Added Rule: Name=Schematic Supply Nets_3
Added Rule: Name=Schematic Supply Nets_4
Added Rule: Name=Schematic Supply Nets_5
Added Rule: Name=Schematic Supply Nets_6
Added Rule: Name=Schematic Supply Nets_7
Added Member To Class: ClassName=DIFF90 Member=CON2_USB
Added Member To Class: ClassName=DIFF90 Member=CON_ESP_USB
Added Member To Class: ClassName=DIFF90 Member=ESP_USB
